Magyar név,Mai hivatalos név,Ország
Moglán,Moglăneşti,RO
Mogoja,Mogoaia,RO
Mogos,Mogoş,RO
Mogyorókerék,Eberau,A
Mogyorómál,Slaská,SK
Mogyorós,Mogyoros,UA
Mogyorós,Măriuş,RO
Mogyorósfalu,Lieskovec,SK
Móh,Mohu,RO
Mohaly,Măhal,RO
Mohi,Mochovce,SK
Mohol,Mol,YU
Mohos,Poruba,SK
Mojád,Moiad,RO
Mojgrád,Moigrad,RO
Mokcsa,Krížan,SK
Mokcsakerész,Krížan,SK
Mokcsamogyorós,Krišovská Liesková,SK
Mokra,Mokra,UA
Mokragy,Mokraď,SK
Mokrin,Mokrin,YU
Molnárvágása,Mlynárovce,SK
Molnos,Mlynárce,SK
Molyfalva,Molin,YU
Mondorlak,Mândruloc,RO
Monó,Mânău,RO
Monora,Mănărade,RO
Monorfalva,Monor,RO
Monosfalu,Morăreni,RO
Monospetri,Petreu,RO
Monostor,Monasztirec,UA
Monostor,Mănăştur,RO
Monostorszeg,Bački Monostor,YU
Monostorszentgyörgy,Mânăstire,RO
Monyhád,Chmiňany,SK
Monyó,Moniom,RO
Monyoró,Mânerău,RO
Moraván,Moravany nad Váhom,SK
Morgonda,Merghindeal,RO
Móricföld,Măureni,RO
Moró,Morău,RO
Mórockarcsa,Moravské Korčany,SK
Morovnó,Morovno,SK
Morva,Moravany,SK
Morvamogyoród,Moravské Lieskové,SK
Morvaőr,Stráže,SK
Morvaszentjános,Moravský Svätý Ján,SK
Morzsahegy,Merhatovec,HR
Moskóc,Moškovec,SK
Mosnica,Moşniţa Veche,RO
Mosóbánya,Băiţa de sub Codru,RO
Mosóc,Mošovce,SK
Mosód,Moštenica,SK
Mosonbánfalva,Apetlon,A
Mosonszentandrás,Sankt Andrä bei Frauenkirchen,A
Mosontarcsa,Andau,A
Mosontétény,Tadten,A
Mosonújfalu,Neudorf bei Parndorf,A
Mosztafalva,Musteşti,RO
Mottolyád,Motovilci,SLO
Mózesfalu,Moişeni,RO
Mozsor,Mošorin,YU
Mucsény,Mučín,SK
Mucsin,Mučín,SK
Munár,Munar,RO
Muncsal,Muncelu,RO
Mundra,Mândra,RO
Munkács,Mukacseve,UA
Munkácsváralja,Pidhorod,UA
Murabaráti,Bratonci,SLO
Murabeszterce,Gornja Bistrica,SLO
Muracsány,Goričan,HR
Muracsermely,Murski Črnci,SLO
Murafüred,Gibina,SLO
Murafüzes,Tropovci,SLO
Muragárdony,Gardinovec,HR
Murahalmos,Kupšinci,SLO
Murahely,Dokležovje,SLO
Murakirály,Donji Kraljevec,HR
Muralövő,Strelec,HR
Muramelence,Melinci,SLO
Murányalja,Muráň,SK
Murányhosszúrét,Muránska Dlhá Lúka,SK
Murányhuta,Muránska Huta,SK
Muranyírád,Brezovec,HR
Murányszabadi,Muránska Lehota,SK
Murapetróc,Murski Petrovci,SLO
Muraréthát,Strukovec,HR
Murarév,Hotiza,SLO
Murasiklós,Vratišinec,HR
Muraszentes,Satahovci,SLO
Muraszentkereszt,Križovec,HR
Muraszentmária,Sveta Marija,HR
Muraszentmárton,Sveti Martin na Muri,HR
Muraszerdahely,Mursko Središće,HR
Murasziget,Ižakovci,SLO
Muraszilvágy,Sivica,HR
Muraszombat,Murska Sobota,SLO
Muraújfalu,Novakovec,HR
Muravárhely,Gradišče,SLO
Muravid,Donji Vidovec,HR
Muravid,Vidovec,HR
Muska,Muşca,RO
Muszka,Mâsca,RO
Musznya,Moščanci,SLO
Mutne,Mutné,SK
Mutnokszabadja,Ohaba Mâtnic,RO
Mutos,Motiş,RO
Muzsla,Mužla,SK
Muzsna,Moşna,RO
Muzsnaháza,Măgina,RO
Nád,Rohr im Burgenland,A
Nadab,Nădab,RO
Nádalja,Nadalj,YU
Nádalmás,Nădălbeşti,RO
Nadántelek,Nădar,RO
Nadány,Nedanovce,SK
Nádasberend,Berindu,RO
Nádasd,Trstené,SK
Nádasdaróc,Dorolţu,RO
Nádasdia,Nădăştia,RO
Nádasfő,Rohožník,SK
Nádaskóród,Coruşu,RO
Nádaspapfalva,Popeşti,RO
Nádaspatak,Trosztyanica,UA
Nádasrét,Nedožery-Brezany,SK
Nádasszentmihály,Mihăieşti,RO
Nádfő,Šarišská Trstená,SK
Nádkút,Rohrbrunn,A
Nádlány,Nadlice,SK
Nádorfa,Nerednovci,SLO
Nádpatak,Rodbav,RO
Nadrág,Nădrag,RO
Nádszeg,Trstice,SK
Nagy- és Kisosztró,Ostrov,RO
Nagyabony,Veľké Blahovo,SK
Nagyábránka,Lokity,UA
Nagyadorján,Adrianu Mare,RO
Nagyág,Săcărâmb,RO
Nagyajta,Aita Mare,RO
Nagyalmás,Almaşu Mare,RO
Nagyapold,Apoldu de Sus,RO
Nagyazar,Veľké Ozorovce,SK
Nagybáb,Báb,SK
Nagybacon,Băţanii Mari,RO
Nagybakos,Szvoboda,UA
Nagybakta,Velika Bakta,UA
Nagybalog,Veľký Blh,SK
Nagybánya,Baia Mare,RO
Nagybár,Baru,RO
Nagybarcsa,Bârcea Mare,RO
Nagybári,Bara,SK
Nagybáród,Borod,RO
Nagybaromlak,Valea Viilor,RO
Nagybecskerek,Zrenjanin,YU
Nagybégány,Velika Bihany,UA
Nagybélic,Veľké Bielice,SK
Nagybereg,Berehi,UA
Nagyberezna,Velikij Bereznij,UA
Nagyberezsnye,Breznica,SK
Nagyberivoj,Berivoi,RO
Nagybiccse,Bytča,SK
Nagybikács,Bikač,YU
Nagybiróc,Veľké Bierovce,SK
Nagybiszterec,Veľký Bysterec,SK
Nagybobróc,Bobrovec,SK
Nagybocskó,Velikij Bicskiv,UA
Nagybodak,Bodíky,SK
Nagybodófalva,Bodo,RO
Nagybodolya,Podolje,HR
Nagyborosnyó,Boroşneu Mare,RO
Nagyborove,Veľké Borové,SK
Nagyborsa,Hrubá Borša,SK
Nagyborszó,Bârsău Mare,RO
Nagyborzsova,Borzsava,UA
Nagybossány,Bošany,SK
Nagybozinta,Bozânta Mare,RO
Nagybölgyén,Veľké Bedzany,SK
Nagybudafa,Budafa,SK
Nagybukóc,Bukovce,SK
Nagybúny,Boiu Mare,RO
Nagycég,Ţagu,RO
Nagycétény,Veľký Cetín,SK
Nagycsalomja,Veľká Čalomija,SK
Nagycsanád,Cenad,RO
Nagycseb,Žbince,SK
Nagycsepcsény,Veľký Čepčín,SK
Nagycserged,Cerghid,RO
Nagycserjés,Kicsernij,UA
Nagycserjés,Zaverhnyaja Kicsera,UA
Nagycserna,Veľká Čierna,SK
Nagycsertész,Čertižné,SK
Nagycsongova,Borzsavszke,UA
Nagycsóta,Veľká Čausa,SK
Nagycsula,Ciula Mare,RO
Nagycsűr,Şura Mare,RO
Nagydaróc,Veľké Dravce,SK
Nagydebrek,Dobric,RO
Nagydemeter,Dumitra,RO
Nagydenk,Dâncu Mare,RO
Nagyderencs,Driečna,SK
Nagyderzsida,Bobota,RO
Nagydevecser,Diviciorii Mari,RO
Nagydisznód,Cisnădie,RO
Nagydivény,Divina,SK
Nagydoba,Doba,RO
Nagydobra,Dobrá nad Ondavou,SK
Nagydobrony,Velika Dobrony,UA
Nagydolány,Dolenci,SLO
Nagydolány,Veliki Dolenci,SLO
Nagydomása,Veľká Domaša,SK
Nagyegyházas,Kostolné,SK
Nagyekemező,Târnava,RO
Nagyemőke,Veľké Janíkovce,SK
Nagyenyed,Aiud,RO
Nagyercse,Ercea,RO
Nagyernye,Ernei,RO
Nagyerzsébetlak,Belo Blato,YU
Nagyesküllő,Aşchileu Mare,RO
Nagyfalu,Veličná,SK
Nagyfalu,Banatsko Veliko Selo,YU
Nagyfalva,Mogersdorf,A
Nagyfeketepatak,Valea Crişului,RO
Nagyfentős,Finteuşu Mare,RO
Nagyfödémes,Veľké Úľany,SK
Nagyfrankvágása,Veľká Franková,SK
Nagygáj,Veliki Gaj,YU
Nagygajdos,Hajdos,UA
Nagygalambfalva,Porumbenii Mari,RO
Nagygejőc,Veliki Hejivci,UA
Nagygérce,Gherţa Mare,RO
Nagygereblyés,Ruský Hrabovec,SK
Nagygéres,Veľký Horeš,SK
Nagygoroszló,Someş-Guruslău,RO
Nagygút,Gut,UA
Nagyhalmágy,Hălmagiu,RO
Nagyhalom,Veľké Straciny,SK
Nagyhársas,Veľký Lipník,SK
Nagyhatár,Veľka Lehôtka,SK
Nagyhegy,Măgureni,RO
Nagyhelvény,Veľké Chlievany,SK
Nagyheresztény,Chrašťany,SK
Nagyhind,Veľké Chyndice,SK
Nagyhöflány,Grosshöflein,A
Nagyida,Velká Ida,SK
Nagyikland,Iclandu Mare,RO
Nagyiklód,Iclod,RO
Nagyilonda,Ileanda,RO
Nagyilva,Ilva Mare,RO
Nagyiratos,Iratoşu,RO
Nagyjakabfalva,Jakubov,SK
Nagyjécsa,Iecea Mare,RO
Nagyjeszen,Turčianske Jaseno,SK
Nagyjeszence,Jasenica,SK
Nagykadács,Cădaciu Mare,RO
Nagykágya,Cadea,RO
Nagykaján,Căianu Mare,RO
Nagykakucs,Cacuciu Nou,RO
Nagykálna,Kalná nad Hronom,SK
Nagykalota,Călata,RO
Nagykapos,Veľké Kapušany,SK
Nagykapus,Copşa Mare,RO
Nagykáránd,Cărăndeni,RO
Nagykarasztos,Grossbachselten,A
Nagykároly,Carei,RO
Nagykárolyfalva,Banatski Karlovac,YU
Nagykastély,Coşteiu,RO
Nagykázmér,Kazimír,SK
Nagykede,Chedia Mare,RO
Nagykelecsény,Kolačín,SK
Nagykemence,Kamenica nad Cirochou,SK
Nagykend,Chendu,RO
Nagykér,Veľký Kýr,SK
Nagykereskény,Krškany,SK
Nagykeresnye,Veľké Kršteňany,SK
Nagykeresztes,Cristolţ,RO
Nagykerpesd,Cornişeşti,RO
Nagykeszi,Veľké Kosihy,SK
Nagykikinda,Kikinda,YU
Nagykirva,Kriva,UA
Nagykolcs,Culciu Mare,RO
Nagykolos,Klížske Hradište,SK
Nagykomlós,Comloşu Mare,RO
Nagykoszmály,Veľké Kozmálovce,SK
Nagykosztolány,Veľké Kostoľany,SK
Nagykovalló,Koválov,SK
Nagykőcse,Checea Română,RO
Nagykőpatak,Kvakovce,SK
Nagykörtvélyes,Curtuiuşu Mare,RO
Nagykövéres,Chevereşu Mare,RO
Nagykövesd,Veľký Kamenec,SK
Nagykuncfalva,Helcmanovce,SK
Nagykürtös,Veľký Krtíš,SK
Nagyladna,Veľká Lodina,SK
Nagylajosfalva,Padina,YU
Nagylak,Nădlac,RO
Nagylám,Veľký Lom,SK
Nagylankás,Luncaviţa,RO
Nagylapás,Veľké Lapáš,SK
Nagylaposnok,Lăpuşnicu Mare,RO
Nagyláz,Veliki Lazi,UA
Nagylég,Lehnice,SK
Nagylévárd,Veľké Leváre,SK
Nagylibercse,Ľuboreč,SK
Nagylócsa,Lovča,SK
Nagylózna,Lozna,RO
Nagylúcs,Lúč na Ostrove,SK
Nagylucska,Veliki Lucski,UA
Nagyludas,Ludoş,RO
Nagylupsa,Lupşa,RO
Nagymácséd,Veľká Mača,SK
Nagymad,Mad,SK
Nagymadarász,Mădăras,RO
Nagymagasfalu,Vysoká pri Morave,SK
Nagymagyar,Zlaté Klasy,SK
Nagymajor,Stráňany,SK
Nagymajtény,Moftinu Mare,RO
Nagymánya,Maňa,SK
Nagymargita,Margita,YU
Nagymarton,Mattersburg,A
Nagymedvés,Medveş,RO
Nagymegyer,Veľký Meder,SK
Nagymező,Pruni,RO
Nagymihályi,Michalovce,SK
Nagymodró,Modrová,SK
Nagymogyorós,Kopinyivci,UA
Nagymoha,Grânari,RO
Nagymon,Naimon,RO
Nagymonújfalu,Deleni,RO
Nagymuncsel,Muncelu Mare,RO
Nagymutnok,Mâtnicu Mare,RO
Nagymuzsaj,Muzsijeve,UA
Nagynezsény,Neuzina,YU
Nagynyíres,Mireşu Mare,RO
Nagynyulas,Milaş,RO
Nagyócsa,Očová,SK
Nagyod,Vyšné nad Hronom,SK
Nagyoklos,Ocolişu Mare,RO
Nagyolaszi,Vlachy,SK
Nagyoldal,Coasta Mare,RO
Nagyolsva,Oľšavica,SK
Nagyompoly,Izvoru Ampoiului,RO
Nagyölved,Veľké Ludince,SK
Nagyölyves,Ulieş,RO
Nagyőr,Strážky,SK
Nagyőrvistye,Veľké Orvište,SK
Nagyősz,Tomnatic,RO
Nagypaka,Veľká Paka,SK
Nagypalád,Velika Palagy,UA
Nagypalina,Velika Palina,SLO
Nagypalugya,Galovany,SK
Nagypapmező,Câmpani de Pomezeu,RO
Nagypásztély,Koszteve Pasztilj,UA
Nagypatak,Valea Mare,RO
Nagypatak,Pârâu Mare,RO
Nagypél,Pilu,RO
Nagypeleske,Peleş,RO
Nagypestény,Peşteana,RO
Nagypeszek,Sikenica,SK
Nagypetri,Petrindu,RO
Nagypetrös,Prietrž,SK
Nagypolány,Veľká Poľana,SK
Nagyponor,Ponor,RO
Nagypriszlop,Priszlip,UA
Nagyradna,Veľká Hradná,SK
Nagyrajtolc,Răstolţ,RO
Nagyrákó,Rakovo,SK
Nagyrákóc,Velikij Rakovec,UA
Nagyrápolt,Rapoltu Mare,RO
Nagyráska,Veľké Raškovce,SK
Nagyrát,Ratyivci,UA
Nagyrebra,Rebra,RO
Nagyremete,Velika Remeta,YU
Nagyrépény,Veľké Ripňany,SK
Nagyrét,Veľká Lúka,SK
Nagyromhány,Lipovany,SK
Nagyróna,Veľké Rovné,SK
Nagyrosztoka,Roztoka,UA
Nagyrőce,Revúca,SK
Nagyrunk,Runcu Mare,RO
Nagyruszka,Nový Ruskov,SK
Nagysajó,Şieu,RO
Nagysalló,Tekovské Lužany,SK
Nagysándori,Ostratice,SK
Nagysármás,Sărmaşu,RO
Nagysáró,Šarovce,SK
Nagysáros,Veľký Šariš,SK
Nagysároslak,Moschendorf,A
Nagysebes,Valea Drăganului,RO
Nagyselmec,Liptovská Štiavnica,SK
Nagyselyk,Şeica Mare,RO
Nagysenkőc,Šenkvice,SK
Nagysikárló,Cicârlău,RO
Nagysink,Cincu,RO
Nagysolymár,Veľký Folkmar,SK
Nagysolymos,Şoimuşu Mare,RO
Nagysomkút,Şomcuta Mare,RO
Nagysúr,Šúrovce,SK
Nagysurány,Šurany,SK
Nagyszabos,Slavošovce,SK
Nagyszalánc,Slanec,SK
Nagyszalatna,Zvolenská Slatina,SK
Nagyszalók,Veľký Slavkov,SK
Nagyszalonta,Salonta,RO
Nagyszaniszló,Trenčianske Stankovce,SK
Nagyszántó,Santăul Mare,RO
Nagyszarva,Rohovce,SK
Nagyszeben,Sibiu,RO
Nagyszederjes,Mura Mare,RO
Nagyszeg,Noţig,RO
Nagyszelmenc,Veľké Slemence,SK
Nagyszentmihály,Grosspetersdorf,A
Nagyszentmiklós,Sânnicolau Mare,RO
Nagyszentpéter,Sânpetru Mare,RO
Nagyszered,Veliko Središte,YU
Nagyszeretva,Stretava,SK
Nagysziklás,Omšenie,SK
Nagyszilas,Silagiu,RO
Nagyszilva,Veľký Slivnik,SK
Nagyszokond,Socond,RO
Nagyszombat,Trnava,SK
Nagyszőllős,Vinohragyiv,UA
Nagyszuha,Veľká Sucha,SK
Nagyszulin,Sulín,SK
Nagyszurdok,Surducu Mare,RO
Nagytalmács,Tălmaciu,RO
Nagytapolcsány,Topoľčany,SK
Nagytarajos,Chocholná-Velčice,SK
Nagytárkány,Veľké Trakany,SK
Nagytarna,Tarna Mare,RO
Nagytárnok,Begejci,YU
Nagytavas,Malé Staškovce,SK
Nagytavas,Staškovce,SK
Nagyteremi,Tirimia,RO
Nagytibava,Tibava,UA
Nagytikvány,Ticvaniu Mare,RO
Nagytopoly,Topolovăţu Mare,RO
Nagytoronya,Veľká Trňa,SK
Nagytószeg,Novi Kozarci,YU
Nagytóti,Totia,RO
Nagytótlak,Selo,SLO
Nagytúr,Veľké Turovce,SK
Nagyturány,Turany,SK
Nagyturica,Turica,UA
Nagyturjaszög,Turica,UA
Nagyudva,Udiča,SK
Nagyudvar,Veľké Dvorany,SK
Nagyudvarnok,Veľké Dvorníky,SK
Nagyugolyka,Velika Ugolka,UA
Nagyugróc,Veľké Uherce,SK
Nagyúny,Unín,SK
Nagyülés,Veľká Lehota,SK
Nagyürögd,Nojorid,RO
Nagyvajdafalva,Voivodeni,RO
Nagyvárad,Oradea,RO
Nagyvarjas,Variaşu Mare,RO
Nagyvendég,Veľké Hoste,SK
Nagyveszverés,Gemerská Poloma,SK
Nagyvezekény,Veľké Vozokany,SK
Nagyvitéz,Viťaž,SK
Nagyvölgy,Valea Mare,RO
Nagyvölgy,Veľká Dolina,SK
Nagyzalacska,Zalužice,SK
Nagyzerénd,Zerind,RO
Nagyzsám,Jamu Mare,RO
Nagyzsupány,Jupalnic,RO
Nahács,Naháč,SK
Nákófalva,Nakovo,YU
Nalácvád,Nălaţvad,RO
Námesztó,Námestovo,SK
Nána,Nána,SK
Nándor,Nandru,RO
Nándorhegy,Oţelu Roşu,RO
Nándorválya,Valea Nandrului,RO
Nándorvölgy,Vaľkovňa,SK
Nandrás,Nandraž,SK
Nánfalva,Năneşti,RO
Nánhegyes,Hidişel,RO
Nántű,Hurezu Mare,RO
Náprád,Năpradea,RO
Naprágy,Neporadza,SK
Naszádos,Plavişeviţa,RO
Naszód,Năsăud,RO
Naszvad,Nesvady,SK
Nátafalva,Nacina Ves,SK
Návoly,Navojovce,SK
Náznánfalva,Nazna,RO
Nec,Neţeni,RO
Necpál,Necpaly,SK
Nedecs,Niedzica,PL
Nederes,Nedelište,SK
Négerfalva,Negrileşti,RO
Negróc,Nehrovec,UA
Negyed,Neded,SK
Néma,Nima Râciului,RO
Néma,Nima,RO
Nématanya,Nima Milăşelului,RO
Nemcse,Nemeşeşti,RO
Nemcsény,Nemčiňany,SK
Nemecske,Nemečky,SK
Nemes,Nemşa,RO
Nemesabony,Veľké Blahovo,SK
Nemesbudafalva,Ungureni,RO
Nemesdedina,Zemianska Dedina,SK
Nemesdicske,Dyčka,SK
Nemesfalva,Mládzovo,SK
Nemesgomba,Hubice,SK
Nemeshódos,Vydrany,SK
Nemeskajal,Kajal,SK
Nemeskosút,Košúty,SK
Nemeskosztolány,Zemianske Kostoľany,SK
Nemeskutas,Kotešová,SK
Nemeskürt,Zemianske Sady,SK
Nemeskvassó,Zemiansky Kvašov,SK
Nemeslak,Zemianska Závada,SK
Nemeslubella,Zemianska Ľubela,SK
Nemesludrova,Ludrová,SK
Nemesmartonfalva,Martinová,SK
Nemesmilitics,Svetozar Miletić,YU
Nemesmitta,Zemianske Mitice,SK
Nemesmogyoród,Zemianske Lieskové,SK
Nemesnebojsza,Nebojsa,SK
Nemesócsa,Zemianska Olča,SK
Nemesoroszi,Kukučínov,SK
Nemesőr,Stráža,SK
Nemespann,Paňa,SK
Nemesradnót,Radnovce,SK
Nemessány,Nemešany,SK
Nemessúr,Zemianske Šúrovce,SK
Nemestelek,Schwabenhof,A
Nemesújfalu,Skalská Nová Ves,SK
Nemesváralja,Zemianske Podhradie,SK
Nemesvarbók,Zemiansky Vrbovok,SK
Nemesvölgy,Edelstal,A
Nemeszsuk,Jucu de Mijloc,RO
Németbél,Malý Biel,SK
Németbükkös,Deutsch Bieling,A
Németcsencs,Deutsch Tschantschendorf,A
Németcsernye,Nemačka Crnja,YU
Németdiószeg,Malý Diosek,SK
Németécska,Ečka,YU
Németelemér,Nemački Elemir,YU
Németgyirót,Deutsch Gerisdorf,A
Némethásos,Deutsch Ehrensdorf,A
Némethidegkút,Deutsch Kaltenbrunn,A
Németjárfalu,Deutsch Jahrndorf,A
Németkucsova,Kucsava,UA
Németlak,Deutsch Minihof,A
Németlipcse,Partizánska Ľupča,SK
Németlövő,Deutsch Schützen,A
Németmokra,Nyemecka Mokra,UA
Németpereg,Peregu Mare,RO
Németporuba,Zavážna Poruba,SK
Németpróna,Nitrianske Pravno,SK
Németremete,Remetea Mică,RO
Németság,Şagu,RO
Németsóvár,Šváby,SK
Németszárcsa,Sutjeska,YU
Németszentgrót,Gerersdorf bei Güssing,A
Németszentmihály,Sânmihaiu German,RO
Németszentmiklós,Sânnicolau German,RO
Németszentpéter,Sânpetru German,RO
Németszőgyén,Nemecký Seldín,SK
Németújvár,Güssing,A
Németvágás,Poruba pod Vihorlátom,SK
Nemőc,Nimnica,SK
Nemsó,Nemšová,SK
Néraaranyos,Zlatiţa,RO
Nérahalmos,Prigor,RO
Néramező,Câmpia,RO
Néramogyorós,Lescoviţa,RO
Néranádas,Naidăş,RO
Nérapatas,Pătaş,RO
Nérasolymos,Socol,RO
Néraszlatina,Slatina-Nera,RO
Nermed,Nermed,RO
Nermegy,Nermiş,RO
Neszlény,Nesluša,SK
Netot,Gura Văii,RO
Netus,Netuş,RO
Néved,Nevidzany,SK
Neveletlenfalu,Gyakove,UA
Néver,Neverice,SK
Nevicke,Nevicke,UA
Nevigyén,Nevidzany,SK
Nezsény,Neuzina,YU
Nezsider,Neusiedl am See,A
Nézsnafalva,Nižná,SK
Nickyfalva,Niţchidorf,RO
Nizsna,Nižna,SK
Nógrádszenna,Senné,SK
Nógrádszentpéter,Pôtor,SK
Nolcsó,Nolčovo,SK
Noszoly,Năsal,RO
Novákfalva,Glimboca,RO
Novaszedlica,Nová Sedlica,SK
Novoly,Năoiu,RO
Novoty,Novoť,SK
Nozság,Nojag,RO
Nőrincse,Nevrincea,RO
Nucén,Nuţeni,RO
Nuksora,Nucşoara,RO
Nyágó,Ňagov,SK
Nyágova,Dobrjanszke,UA
Nyágra,Neagra,RO
Nyárádandrásfalva,Sântandrei,RO
Nyárádbálintfalva,Bolintineni,RO
Nyárádgálfalva,Găleşti,RO
Nyárádkarácson,Crăciuneşti,RO
Nyárádköszvényes,Mătrici,RO
Nyárádmagyarós,Măgherani,RO
Nyárádremete,Eremitu,RO
Nyárádselye,Şilea Nirajului,RO
Nyárádszentanna,Sântana Nirajului,RO
Nyárádszentbenedek,Murgeşti,RO
Nyárádszentimre,Eremieni,RO
Nyárádszentlászló,Sânvăsii,RO
Nyárádszentmárton,Mitreşti,RO
Nyárádszentsimon,Sânsimion,RO
Nyárádszereda,Miercurea Nirajului,RO
Nyárádtő,Ungheni,RO
Nyárasd,Topoľníky,SK
Nyárasdomb,Klenovec,UA
Nyárasgorond,Nyaros Horonda,UA
Nyáraspatak,Iarăş,RO
Nyárfás,Plopiş,RO
Nyárló,Mierlău,RO
Nyársardó,Ražňany,SK
Nyárszeg,Miersig,RO
Nyárszó,Nearşova,RO
Nyavalyásfalva,Lunca,RO
Nyegrefalva,Negreia,RO
Nyékica,Nikinci,YU
Nyékvárkony,Vrakúň,SK
Nyerce,Mierţa,RO
Nyéresháza,Neresznica,UA
Nyergestanya,Roşiori,RO
Nyerő,Nerău,RO
Nyikómalomfalva,Morăreni,RO
Nyilas,Hnilec,SK
Nyilas,Roztoki,UA
Nyimesd,Nimăieşti,RO
Nyír,Nýrovce,SK
Nyíres,Nireş,RO
Nyíresfalva,Brezje,HR
Nyíreslehomér,Lemerje,SLO
Nyíresújfalu,Dunkovica,UA
Nyírfalva,Bulgari,RO
Nyírhalom,Berezinka,UA
Nyírjes,Brezov,SK
Nyirmező,Poiana Aiudului,RO
Nyirmező,Mermezeu-Văleni,RO
Nyírmező,Dumbrava,RO
Nyirsid,Mirşid,RO
Nyírvölgy,Mačkovec,HR
Nyitra,Nitra,SK
Nyitrabajna,Bojná,SK
Nyitrabánya,Handlová,SK
Nyitraborosznó,Brusno,SK
Nyitracsehi,Čechynce,SK
Nyitradivék,Diviaky nad Nitricou,SK
Nyitraegerszeg,Jelšovce,SK
Nyitrafenyves,Chvojnica,SK
Nyitrafő,Kľačno,SK
Nyitragaráb,Chrabrany,SK
Nyitragerencsér,Nitrianske Hrnčiarovce,SK
Nyitrageszte,Hosťová,SK
Nyitraivánka,Ivanka pri Nitre,SK
Nyitrakiskér,Malý Kýr,SK
Nyitrakoros,Krušovce,SK
Nyitrakozma,Kuzmice,SK
Nyitrakörtvélyes,Hrušovany,SK
Nyitralaszkár,Laskár,SK
Nyitraludány,Ludanice,SK
Nyitramalomszeg,Lipová,SK
Nyitranádas,Nedašovce,SK
Nyitranagyfalu,Veľká Ves,SK
Nyitranagykér,Veľký Kýr,SK
Nyitranecpál,Necpaly nad Nitrou,SK
Nyitranémeti,Nemčice,SK
Nyitranovák,Nováky,SK
Nyitraörmény,Urmince,SK
Nyitrapásztó,Pastuchov,SK
Nyitraperesztény,Preseľany,SK
Nyitraperjés,Prašice,SK
Nyitrasárfő,Nitrianska Blatnica,SK
Nyitraszalka,Solka,SK
Nyitraszeg,Chalmová,SK
Nyitraszerdahely,Nitrianska Streda,SK
Nyitraszil,Sila,SK
Nyitraszucsány,Nitrianske Sučany,SK
Nyitrateszér,Tesáre,SK
Nyitratormás,Chrenovec-Brusno,SK
Nyitraújlak,Veľké Zalužie,SK
Nyitrazávod,Závada,SK
Nyitrazsámbokrét,Žabokreky nad Nitrou,SK
Nyomát,Maiad,RO
Nyujtód,Lunga,RO
Nyulas,Jois,A
Nyustya,Hnúšťa,SK
Nyüved,Niuved,RO
Óasszonyrét,Ogradena,RO
Obád,Obad,RO
Óbajna,Nižné Zbojné,SK
Óbars,Starý Tekov,SK
Óbást,Stará Bašta,SK
Óbéb,Beba Veche,RO
Óbecse,Bečej,YU
Óbér,Olbendorf,A
Obersia,Obârşia,RO
Óbesenyő,Dudeştii Vechi,RO
Óbesztercze,Stará Bystrica,SK
Óbodrog,Bodrogu Vechi,RO
Óborlovény,Borlovenii Vechi,RO
Óborsa,Obârşia,RO
Obrázsa,Obreja,RO
Ocfalva,Oţeni,RO
Ócsad,Oščadnica,SK
Ócsisor,Ocişor,RO
Ocskó,Očkov,SK
Ódávidháza,Sztare Davidkove,UA
Odvas,Odvoş,RO
Óécska,Stara Ečka,YU
Ófelfalu,Horná Ves,SK
Ófutak,Stari Futog,YU
Ógelle,Holice,SK
Ógerlistye,Eftimie Murgu,RO
Ógyalla,Hurbanovo,SK
Ohába,Ohaba,RO
Ohába,Ohaba,RO
Ohábaponor,Ohaba-Ponor,RO
Ohábasibisel,Ohaba-Sibişel,RO
Ohaj,Dolný Ohaj,SK
Óhegy,Staré Hory,SK
Óhodász,Althodis,A
Ójankovác,Stari Jankovci,HR
Ojtoztelep,Oituz,RO
Oka,Oggau,A
Ókemence,Kamjanica,UA
Ókér,Zmajevo,YU
Ókeresztúr,Krstur,YU
Ókert,Oškerda,SK
Oklánd,Ocland,RO
Okolicsnó,Okoličné,SK
Ókörmöcke,Stará Kremnička,SK
Ókörtvélyes,Eltendorf,A
Oláhapáti,Apateu,RO
Oláhbaksa,Bocşa,RO
Oláhbogát,Bogatu Român,RO
Oláhbrettye,Bretea Română,RO
Oláhbükkös,Făget,RO
Oláhciklény,Spitzzicken,A
Oláhcsaholy,Cehal,RO
Oláhcsertész,Pidhirne,UA
Oláhcsesztve,Cistei,RO
Oláhdálya,Daia Română,RO
Oláhdellő,Dileu Vechi,RO
Oláhdubova,Valaská Dubová,SK
Oláhfodorháza,Fodora,RO
Oláhgorbó,Ghirbom,RO
Oláhgyepes,Gepiş,RO
Oláhgyűrűs,Gerăuşa,RO
Oláhherepe,Hăpria,RO
Oláhhomorog,Homorog,RO
Oláhhorvát,Horoatu Cehului,RO
Oláhivánfalva,Ighişu Vechi,RO
Oláhkecel,Meseşenii de Sus,RO
Oláhkékes,Chechiş,RO
Oláhkocsárd,Cucerdea,RO
Oláhlapád,Lopadea Veche,RO
Oláhlápos,Lăpuş,RO
Oláhléta,Lita,RO
Oláhnemegye,Nimigea de Sus,RO
Oláhnémeti,Mintiu,RO
Oláhpatak,Vlachovo,SK
Oláhpéntek,Pintic,RO
Oláhpéterlaka,Petrilaca,RO
Oláhrákos,Rachiş,RO
Oláhsályi,Şeulia de Mureş,RO
